ID_Kunde,Kundennr,Vorname_1,Vorname_2,Nachname,Anrede,PLZ,Strasse,Hausnr,Mail,Tel,Geschlecht,Geburtsdatum,Beruf,Titel,PersoNr,PersoValidTo
318,9105,Jonas,,Herrmann,Herr,99869,Kirchplatz,8.0,jonas.herrmann@gmail.com,03621/202533,M,29.05.1976,Controller/in,Dr.,TAR62891,2023-03-23
319,5865,Lara,,Wolf ,Frau,83565,Königsberger Straße 4,,lara.wolf@web.de,08092/439859,w,1957-10-17,Rettungssanitäter/in,,ZPW90287,2021-05-28
320,8074,Emily,,Schulze,Frau,16259,Buchenweg,8.0,emily.schulze@web.de,033451/320243,w,1942-09-08,Senior/in,,SPX95312,13/08/2021
321,3872,Leonie,, Mayer ,Frau,25712,Hauptstraße,6.0,leonie.mayer@gmail.com,04825/570120,w,1987-07-08,Bauzeichner/in ,,AMH06412,Wed May 18 2022
322,5321, Ben,, Köhler ,Hr.,67586,Kirchgasse,7.0,ben.köhler@gmx.net,06733/682676,Männlich,1965-11-03,Maler/in und Lackierer/in,,XEV31827,2024-02-07
323,2529, Lena ,,Krause,Frau,86747,Wilhelmstraße,5.0,lena.krause@t-online.de,09087/143513,w,11.05.1980, Sektions- und Präparationsassistent/in ,,FEB46382,2022-10-17
324,4512,Niklas,,Müller,Herr,99869,Buchenweg,2.0,niklas.müller@gmail.com,03621/658888,M,14.04.1934,Senior/in ,,ZQL13024,26.04.2022
325,2633,Niklas,, Fischer ,Herr,50827,Am Bahnhof 3,,niklas.fischer@t-online.de,0221/871924,M,1995-08-06,Key Account Manager/in,,MZA01248,2021-03-10
326,5123,Lea,,Schäfer,Frau,97274,Gartenstraße,9.0,lea.schäfer@gmail.com,09364/872102,w,28.07.1979,Professor/in,Prof.,DHO04619,03/02/2024
327,6446,Lukas,,Becker,Herr,23923,Tulpenweg,5.0,lukas.becker@gmail.com,038821/747644,Männlich,1935-03-07,Senior/in,,BGS84602,02.03.2022
328,4478,Paul,,Köhler,Herr,38518,Buchenweg,5.0,paul.köhler@gmx.net,05371/138070,m,2000-06-27, Verwaltungsfachangestellte/r ,,JFQ47369,2020-02-04
329,5806,Lina,, Werner ,Frau,23948,Kirchgasse,1.0,lina.werner@t-online.de,038428/314775,W,1964-04-29,Fluglotse/Fluglotsin ,,HNP32786,Thu Jun 27 2024
330,4750,Lara,,König,Frau,18230,Karlstraße,1.0,lara.könig@gmail.com,038296/324979,W,1942-04-13,Senior/in ,Dr.,HEJ38741,2020-03-30
331,5374,Mia ,,Braun ,Frau,6408,Friedrichstraße 4,,mia.braun@gmail.com,03471/449419,w,1980-07-26,Automobilkaufmann/frau,,CRF81960,24/02/2020
332,3808,Lena,,Hartmann,Frau,83552,Am Hang,1.0,lena.hartmann@t-online.de,08075/847836,w,1983-04-09, Professor/in,Prof.,SGO46501,26/05/2021
333,9409,Hanna,,Hoffmann,Frau,6780,Blumenstraße,8.0,hanna.hoffmann@web.de,034956/888143,Weiblich,21/10/1979, Account Manager/in,,KAI63125,27.01.2022
334,3946,Lara,, Wagner,Frau,24254,Birkenweg,7.0,lara.wagner@gmx.net,04347/38402,W,1943-12-06, Senior/in,Dr.,ASF29053,2023-11-16
335,5392,Sophie ,, Klein,Frau,72488,Blumenstraße,5.0,sophie.klein@gmail.com,07571/583199,W,1943-12-16,Senior/in,,SKJ29163,2024-09-04
336,3081, Lara,,Neumann ,Frau,54316,Rosenstraße,4.0,lara.neumann@t-online.de,06588/472997,w,11/12/1966,Product Manager/in,,YZC34972,2025-02-19
337,3927, Paul,, Krause ,Herr,49696,Birkenstraße 9,,paul.krause@gmx.net,04475/30774,M,1973-05-25,Bauzeichner/in,,YVW54079,2023-07-15
338,3682,Leon,,Köhler ,Herr,40233,Birkenweg,6.0,leon.köhler@gmx.net,0211/667017,M,1944-07-29,Senior/in,,MPR72548,2022-05-07
339,7611,Finn,,Fuchs,Herr,99628,Stettiner Straße,10.0,finn.fuchs@t-online.de,036373/630317,Männlich,12/12/1949,Senior/in ,Dr.,QPY14539,2021-06-30
340,7499,Jonas,,Wagner ,Herr,42859,Eichendorffstraße,4.0,jonas.wagner@web.de,02191/270434,m,1968-06-28,Sektions- und Präparationsassistent/in,,TJZ17394,2023-08-12
341,3099,Sofia ,,Walter,Frau,35463,Kirchweg,8.0,sofia.walter@gmx.net,06404/413658,w,25.10.1926,Senior/in,,DPQ71258,2024-01-29
342,7041,Jonas,, Schäfer ,Herr,99955,Eichendorffstraße,7.0,jonas.schäfer@t-online.de,036043/818942,m,1958-02-14,Verwaltungsfachangestellte/r ,,VMB95034,16.08.2024
343,2937,Finn ,, Fischer ,Hr.,19412,Am Hang 9,,finn.fischer@gmx.net,038483/793978,m,1953-11-13,Senior/in ,,WLT63258,2025-12-08
344,5888,Lea ,,Fischer,Frau,34127,Buchenweg,3.0,lea.fischer@t-online.de,0561/800787,w,1953-03-29,Senior/in ,,YJC08635,12.04.2022
345,5031, Lea,,Klein,Frau,27412,Erlenweg,2.0,lea.klein@t-online.de,04289/812294,w,1996-09-10,Controller/in,,WKX25680,11/02/2024
346,3432,Johanna,,Mayer,Frau,56864,Burgstraße,5.0,johanna.mayer@gmx.net,02674/512544,W,1953-02-05,Senior/in ,,VEH42609,2020-10-02
347,2819,Emma,, Schmitz,Fr.,33604,Dorfstraße,9.0,emma.schmitz@gmail.com,0521/79005,w,1964-01-01, Account Manager/in,,CSK37498,2023-07-08
348,7736,Lena,,Neumann ,Frau,39264,Mozartstraße,9.0,lena.neumann@gmail.com,039242/432482,Weiblich,1945-10-21,Senior/in,,RAV21073,14/01/2025
349,2621,Luisa ,,Lehmann,Fr.,16792,Eichenweg 10,,luisa.lehmann@gmail.com,03307/516384,w,1990-03-15,Product Manager/in ,,TSU19456,2024-10-08
350,8012,Laura ,,Becker,Frau,97906,Kurze Straße,2.0,laura.becker@web.de,09392/823786,W,07.04.1934,Senior/in,,QMY69725,15.07.2025
351,7212,Maximilian,,Klein,Herr,23909,Lerchenweg,4.0,maximilian.klein@web.de,04541/174438,M,1944-01-08,Senior/in ,,KND31694,23.08.2021
352,6457,Moritz ,,Schulz,Hr.,56335,Finkenweg,7.0,moritz.schulz@web.de,02620/732680,m,1968-12-14, Koch/Köchin ,,TNO02185,25.09.2022
353,7396,Luisa ,,Herrmann ,Frau,8606,Parkstraße,7.0,luisa.herrmann@gmx.net,037463/507774,w,04.07.1972,Zahntechniker/in ,,DNA17035,2025-06-09
354,2585,Luisa ,,Maier,Fr.,21734,Birkenweg,9.0,luisa.maier@t-online.de,04753/149711,Weiblich,15.06.1940,Senior/in,,GMT73196,2021-04-08
355,4807, Lara,,Schröder,Frau,95364,Breslauer Straße 5,,lara.schröder@web.de,09227/654273,w,Wed Dec 13 1989,Account Manager/in ,,GKZ56193,2022-12-13
356,5825,Nele,, Schulz ,Fr.,68723,Eichenweg,1.0,nele.schulz@t-online.de,06202/733544,w,1928-03-02,Senior/in,,WEN05934,2022-11-22
357,7829, Johanna,,Huber,Fr.,37308,Fasanenweg,9.0,johanna.huber@gmail.com,036082/162987,W,1963-01-12,Konditor/in ,,JQS37164,20/07/2021
358,5702, Lea ,, Mayer ,Frau,55624,Rosenstraße,8.0,lea.mayer@t-online.de,06544/697974,Weiblich,1981-03-24,Erzieher/in ,,JHP75649,2020-03-22
359,2952,Henry,,Hoffmann ,Herr,85256,Wilhelmstraße,10.0,henry.hoffmann@web.de,08139/288523,m,1939-10-19,Senior/in,,XDB39201,2020-08-06
360,7987, Jonas,,Maier,Herr,18239,Wilhelmstraße,3.0,jonas.maier@t-online.de,038207/844618,M,22.07.1936,Senior/in,Dr.,RCE19245,11.08.2023
361,5973,Marie,,Walter ,Frau,51381,Rosenweg 4,,marie.walter@gmail.com,0214/402675,W,1939-01-10,Senior/in ,,QMO78249,2024-01-08
362,8768,Mia,,Koch,Frau,9496,Eichendorffstraße,4.0,mia.koch@web.de,037364/539940,Weiblich,1945-10-07,Senior/in ,,UMT39214,29.12.2021
363,4101, Johanna ,,Wagner,Fr.,22399,Blumenstraße,1.0,johanna.wagner@web.de,040/836543,w,2001-02-14,Data Analyst,,OUT65027,10.06.2024
364,5428,Leon,, Krüger,Herr,30455,Karlstraße,10.0,leon.krüger@gmx.net,0511/404920,m,2000-12-15,Rettungssanitäter/in,,HPD07146,2022-05-22
365,5081, Finn ,,Wagner,Hr.,67822,Schubertstraße,3.0,finn.wagner@gmx.net,06362/834391,Männlich,1986-05-29, Gesundheits- und Krankenpfleger/in,,SYT36178,28.09.2025
366,7569,Emma,,Schröder,Frau,51381,Drosselweg,9.0,emma.schröder@web.de,0214/829760,w,21/01/1999,Sales Manager/in,,EUA57829,2021-03-02
367,3384,Sofia,,Becker,Frau,56459,Flurstraße 2,,sofia.becker@t-online.de,02663/95889,w,1957-08-18,Sales Manager/in,,DLE29703,2024-05-20
368,4373, Lukas ,,Lange ,Herr,67677,Industriestraße,3.0,lukas.lange@t-online.de,06303/298474,m,1982-06-09,Projekt Manager/in ,,FMQ29167,2020-05-10
369,2685,Jonas ,,Schmitt ,Hr.,6773,Finkenweg,9.0,jonas.schmitt@web.de,034955/435550,m,1956-12-27,Bauzeichner/in,,WOL51839,08.02.2025
370,8401,Leon,,Richter,Herr,16559,Friedhofstraße,6.0,leon.richter@t-online.de,033054/524630,M,1977-10-27,Gesundheits- und Krankenpfleger/in,,ZXP04271,2025-04-27
371,6266, Johanna,,Walter ,Frau,54608,Marktplatz,6.0,johanna.walter@gmx.net,06555/535793,W,19.07.1945,Senior/in,,GJF73528,23/07/2023
372,7898,Leon,,Meier,Hr.,8527,Bahnhofstraße,2.0,leon.meier@gmx.net,03741/814357,m,1994-05-01,Immobilienwirt ,,ZSQ56721,2023-10-09
373,6415,Laura,,Lange,Fr.,56340,Marktplatz 7,,laura.lange@t-online.de,06776/484313,W,1956-01-07,Controller/in,,JBJ17452,16/06/2021
374,9031,Johanna,, Schulze,Fr.,19209,Amselweg,6.0,johanna.schulze@gmail.com,038874/550777,w,18/01/1945,Senior/in,,TJU15362,01/04/2025
375,4312,Tim ,,Weber,Herr,32825,Burgstraße,1.0,tim.weber@gmail.com,05235/878612,M,1935-10-12,Senior/in,,RHN87495,2021-12-22
376,6270,Julian ,,Köhler,Herr,39606,Feldstraße,6.0,julian.köhler@web.de,03937/474089,Männlich,14/08/1979,Mechatroniker/in ,,BGL83720,29.08.2023
377,6038,Noah,,Schmitt,Hr.,99735,Gartenstraße,4.0,noah.schmitt@t-online.de,036334/818768,m,1961-03-25,Professor/in ,Prof.,ULK38509,2025-09-19
378,6021,Lea,,Schulze,Frau,83552,Am Bahnhof,8.0,lea.schulze@t-online.de,08075/384053,w,02/04/1930,Senior/in,,TCR84793,2023-02-19
379,6986, Anna,, Fuchs,Frau,6184,Parkstraße 7,,anna.fuchs@t-online.de,034602/378526,w,2000-09-30,Key Account Manager/in,,UPQ96271,2025-12-26
380,6423,Leonie,,Weber,Frau,97502,Sudetenstraße,7.0,leonie.weber@gmx.net,09726/9426,w,1963-04-14,Ingenieur/in ,,FYD72569,2022-09-23
381,9212,Tim,, Schmidt ,Herr,8527,Kiefernweg,3.0,tim.schmidt@t-online.de,03741/191001,m,16/11/2007,Tischler/in ,,STL49826,2023-01-07
382,6542,Ben,,Huber,Herr,24254,Tannenweg,2.0,ben.huber@t-online.de,04347/104497,M,1989-06-01,Mechatroniker/in ,,XWN79603,16.10.2024
383,6776,Lara,,Huber ,Frau,25355,Schwalbenweg,6.0,lara.huber@gmail.com,04123/208091,W,28.07.1933,Senior/in ,,BNR28049,26.06.2021
384,8858,Leon ,,Meier,Herr,86932,Flurstraße,7.0,leon.meier@gmail.com,08196/202588,M,2000-07-04,Business Analyst,,HQI57083,2025-05-13
385,4539, Noah,, Schmitz,Herr,19339,Amselweg 3,,noah.schmitz@gmx.net,038787/137063,Männlich,24.06.1954,Senior/in,,ARH37916,2023-01-21
386,6298,Noah,, Krüger ,Herr,24594,Am Hang,3.0,noah.krüger@t-online.de,04871/472936,M,1931-09-01,Senior/in ,,HVD53184,2021-12-28
387,6802,Maximilian,, Herrmann ,Hr.,90409,Mittelweg,1.0,maximilian.herrmann@gmx.net,0911/700652,Männlich,17/07/1994,Kaufmann/frau im E-Commerce ,,IIJ15982,02/06/2023
388,8906,Laura,,Bauer,Fr.,50827,Mühlweg,3.0,laura.bauer@web.de,0221/583560,Weiblich,Sat Nov 16 1996,Rettungssanitäter/in,,CCD43071,26.10.2022
389,2959, Amelie ,,Richter,Frau,19209,Grüner Weg,2.0,amelie.richter@gmx.net,038874/736465,w,16.02.1939,Senior/in ,Dr.,LIP96024,2021-12-21
390,7551,Noah ,, Schröder ,Herr,38835,Waldweg,10.0,noah.schröder@web.de,039421/860889,m,1937-03-03,Senior/in,,JIG24931,2024-07-16
391,6427,Lukas ,, Hartmann ,Hr.,6779,Mittelstraße 7,,lukas.hartmann@web.de,034906/267253,m,1931-04-27, Senior/in ,,HPW45287,14.09.2024
392,8153, Elias,,Becker,Hr.,1683,Schulweg,7.0,elias.becker@gmx.net,035242/241808,M,Sun Jun 21 1992,Erzieher/in,,DUK87659,17.08.2023
393,4387,Marie,, Schwarz,Fr.,26907,Kirchplatz,3.0,marie.schwarz@web.de,04963/683650,w,1973-10-15,Landwirt/in,,XIU54789,2022-08-07
394,5010,Philipp,,Schulze,Herr,18230,Marienstraße,8.0,philipp.schulze@web.de,038296/616770,m,1944-12-26,Senior/in,,ZCU30819,2023-10-31
395,4032,Philipp,,Lange,Herr,9395,Ulmenweg,6.0,philipp.lange@gmail.com,03721/4527,m,1925-03-20,Senior/in ,,DWM96750,2025-03-29
396,9418,Ben,,Mayer,Herr,54516,Feldstraße,2.0,ben.mayer@gmx.net,06571/248918,m,28.02.1994,UX Designer/in ,,AXU18792,2022-11-26
397,4760, Johanna,, Fischer ,Fr.,10823,Gartenstraße 5,,johanna.fischer@gmx.net,030/843014,w,1943-01-29,Senior/in,,QII48732,22.05.2020
398,6293, Julian ,, Richter,Herr,17094,Breslauer Straße,4.0,julian.richter@gmail.com,039603/695462,Männlich,1991-06-26, Controller/in ,,DUS56172,2024-11-25
399,9218, Jakob ,,Huber,Herr,7646,Sudetenstraße,10.0,jakob.huber@gmail.com,036426/122291,M,29.06.1988, Zahntechniker/in,,OPQ36251,2023-04-23
400,3177,Philipp,, Müller,Herr,83080,Nordstraße,5.0,philipp.müller@web.de,08033/108916,Männlich,1989-04-07,Verwaltungsfachangestellte/r,,UIG93402,23/08/2021
401,8940,Max,, Meyer ,Hr.,72488,Wilhelmstraße,8.0,max.meyer@gmail.com,07571/511694,m,1993-03-24,Sales Manager/in,,TKZ25793,2025-07-21
402,5224,Leon ,, Krüger,Herr,1683,Friedrichstraße,4.0,leon.krüger@web.de,035242/186124,Männlich,Sun Aug 04 1935,Senior/in,,FVG83695,2020-08-26
403,6128,Luisa,,Krüger,Frau,66957,Beethovenstraße 2,,luisa.krüger@gmx.net,06335/342817,w,1950-08-08,Senior/in,,MZQ27650,2024-01-30
404,5983, Henry ,,Richter,Herr,76744,Kastanienweg,9.0,henry.richter@web.de,07275/274341,M,1981-02-18,Maler/in und Lackierer/in ,,SOD17693,2020-05-08
405,8333,Jakob,,Braun,Herr,66113,Uhlandstraße,3.0,jakob.braun@gmail.com,0681/148634,M,1927-07-10,Senior/in,,EEH68270,02/04/2022
406,4078,Ben,,Weber ,Herr,1936,Schubertstraße,6.0,ben.weber@gmx.net,035795/414560,m,1969-06-11,Sales Manager/in,Dr.,LTQ62971,2022-01-19
407,4164, Laura ,, Koch,Frau,16928,Goethestraße,6.0,laura.koch@gmail.com,033984/71124,w,Sat Feb 21 1981,Product Owner ,,HUU04659,2020-01-06
408,7108,Sophie,,Schulze,Frau,26605,Blumenstraße,10.0,sophie.schulze@gmx.net,04941/618263,W,23/04/1927,Senior/in,,NHK25179,12.06.2020
409,4571,Sofia,,Lehmann ,Frau,14913,Kastanienweg 2,,sofia.lehmann@t-online.de,033741/833715,Weiblich,19.09.1929,Senior/in ,,AOL52974,15.09.2023
410,2796,Leonie,,Hoffmann,Fr.,16230,Talstraße,10.0,leonie.hoffmann@web.de,033451/421457,w,1924-08-12,Senior/in,,BAK41380,2025-08-24
411,5622,Emma,,Schmitt,Frau,72539,Buchenweg,9.0,emma.schmitt@gmx.net,07388/451075,w,1930-03-08,Senior/in,,DYM93142,2025-12-07
412,3653,Maximilian,,Hofmann,Herr,27624,Uhlandstraße,8.0,maximilian.hofmann@gmail.com,04745/92935,Männlich,1935-10-11,Senior/in ,,TNZ64319,30.11.2025
413,6247,Henry,,Meier ,Herr,25355,Breslauer Straße,2.0,henry.meier@gmx.net,04123/178903,m,1932-04-06,Senior/in,,IGI68219,25.04.2020
414,4474,Laura ,,Hoffmann,Frau,67271,Schloßstraße,1.0,laura.hoffmann@gmail.com,06359/879335,w,1940-12-30,Senior/in,,HIV07598,2024-06-26
415,8277,Lilly,,Walter,Frau,54298,Mühlenstraße 8,,lilly.walter@gmail.com,0651/250126,W,1925-04-04,Senior/in,,GFN63759,14.08.2023
416,7131,Emily,,Wolf,Fr.,88524,Schloßstraße,6.0,emily.wolf@gmail.com,07374/279105,W,1930-10-17,Senior/in,,CQH50793,03.04.2025
417,3133,Emilia ,,Wolf ,Frau,28355,Marktplatz,1.0,emilia.wolf@gmx.net,0421/252451,W,1954-10-31, Senior/in,,XMM80179,24/11/2023
418,5190, Louis ,,Weber,Herr,89250,Amselweg,7.0,louis.weber@t-online.de,07307/623904,m,1993-01-13,Key Account Manager/in,,MBZ26137,30.11.2020
419,6081,Lina,,Kaiser,Fr.,24619,Rosenweg,9.0,lina.kaiser@gmail.com,04323/543344,W,1989-12-11,Koch/Köchin,,SHM85129,2023-10-05
420,5070,Sophie ,,Köhler,Fr.,3238,Kirchgasse,4.0,sophie.köhler@gmx.net,035325/828830,Weiblich,1970-10-03,Automobilkaufmann/frau,,FSR42958,06.04.2020
421,7045,Leon,,Herrmann,Herr,7778,Eichendorffstraße 9,,leon.herrmann@t-online.de,036427/213061,m,1991-04-16,Personalreferent/in,,ATC19846,14/12/2020
422,3514,Maximilian,,Schmid,Herr,67822,Heideweg,10.0,maximilian.schmid@web.de,06362/565506,M,24.03.2005,Fluglotse/Fluglotsin,,RHM21370,Wed Jun 09 2021
423,8244,Luka,, Werner,Hr.,9477,Fasanenweg,10.0,luka.werner@gmx.net,037343/280015,m,1962-08-20,Koch/Köchin,,DXT12036,2023-06-05
424,3631, Finn,,Hoffmann,Herr,18239,Neue Straße,2.0,finn.hoffmann@t-online.de,038207/827267,m,03.05.1931,Senior/in,,CVZ50846,2020-06-20
425,4489,Emma,,Mayer,Frau,67117,Talstraße,10.0,emma.mayer@web.de,06236/893896,W,1956-06-02, Landwirt/in ,,HGV35041,2023-10-17
426,5195,Ben,,Schwarz,Herr,55444,Eichenweg,7.0,ben.schwarz@t-online.de,06724/420196,M,1956-03-15,Professor/in ,Prof.,OLG42160,01.10.2023
427,8775, Laura,,Lehmann ,Frau,24601,Lessingstraße 8,,laura.lehmann@gmx.net,04323/182341,Weiblich,1976-08-06,Rettungssanitäter/in,,ECE97186,2020-06-17
428,4664,Tim ,,Köhler,Herr,37441,Meisenweg,9.0,tim.köhler@gmx.net,05523/516612,m,10.07.1926,Senior/in ,,NVA89305,2022-08-17
429,4231,Mia,,Hofmann ,Frau,6647,Nelkenweg,3.0,mia.hofmann@t-online.de,034465/174399,W,1941-06-03,Senior/in,Prof.,GNS20573,2024-02-27
430,8609,Lukas,,Fischer,Herr,57520,Finkenweg,9.0,lukas.fischer@web.de,02747/102612,m,28.10.1945,Senior/in ,,KQW79804,2022-02-09
431,4866, Henry ,,Schmitz,Herr,36419,Waldstraße,8.0,henry.schmitz@gmx.net,036967/530297,m,11.05.1958,Friseur/in,,HNV75826,15.12.2023
432,5044,Felix,,Bauer,Herr,49696,Kapellenweg,8.0,felix.bauer@gmx.net,04475/569986,m,17.09.1993,Software Entwickler/in ,,BOI79618,Mon Aug 25 2025
433,2947,Tim,,Neumann ,Herr,56357,Poststraße 3,,tim.neumann@t-online.de,06772/107474,m,19.01.1941,Senior/in,,FRS40169,2021-12-12
434,7843,Ben,,Meier,Herr,31319,Kiefernweg,4.0,ben.meier@web.de,05138/71008,M,1948-02-11, Senior/in,,VLI70283,2023-01-28
435,4935,Felix ,,Krause,Herr,30966,Schwalbenweg,1.0,felix.krause@t-online.de,0511/896592,M,04/05/1928, Senior/in,,GUC70842,Fri Apr 24 2020
436,7525,Luisa,,Koch,Frau,7646,Friedrichstraße,1.0,luisa.koch@gmx.net,036426/806209,w,29.11.1936,Senior/in,,QMP05893,2024-12-04
437,3224,Noah,, Becker,Hr.,56459,Im Winkel,4.0,noah.becker@t-online.de,02663/552900,m,Sat Aug 08 1998,Fachinformatiker/in ,,VBG03846,2021-08-14
438,5963,Ben,,Wolf ,Herr,56459,Nelkenweg,6.0,ben.wolf@gmx.net,02663/896480,m,1956-06-24,Graphic Designer/in ,,BKR39675,2025-10-31
439,4880, Luka,,Fischer,Herr,67586,Goethestraße 4,,luka.fischer@t-online.de,06733/80908,M,08/12/2003,Konditor/in ,,TRK93205,08.05.2024
440,6622,Johanna,,Schröder,Frau,85256,Wiesenweg,4.0,johanna.schröder@web.de,08139/213303,w,1961-05-22,Product Owner,,ZVE18762,2021-05-11
441,6060,Finn,,Lange,Herr,66996,Kirchweg,1.0,finn.lange@web.de,06391/121813,m,1989-05-19,Product Owner,,ZUQ76920,2023-07-09
442,5505,Luka ,,Köhler,Herr,85256,Flurstraße,10.0,luka.köhler@t-online.de,08139/57510,m,04.05.2006,Immobilienkaufmann/frau,,ZCD12937,24/04/2022
443,7539,Luisa,,Müller,Frau,14772,Erlenweg,2.0,luisa.müller@web.de,03381/422813,w,2006-05-18, Software Entwickler/in,,AHF90438,15.05.2023
444,9236,Noah,,Hoffmann,Herr,66957,Talstraße,1.0,noah.hoffmann@t-online.de,06335/329221,M,01.02.1951,Senior/in,,JVF84156,2024-06-21
445,5249,Henry,, Bauer,Hr.,74749,Dorfstraße 3,,henry.bauer@gmx.net,06295/266428,m,2003-06-06,Landwirt/in,,AVL85974,2022-12-23
446,6808, Elias ,,Krause,Herr,8606,Kirchstraße,7.0,elias.krause@web.de,037463/903935,m,31.08.1980, Verwaltungsfachangestellte/r,,UKJ23768,31/05/2021
447,2903,Ben,,Meier,Herr,23923,Marienstraße,10.0,ben.meier@gmail.com,038821/648253,M,1964-12-13,Finanzwirt/in,,IRX04758,17/01/2022
448,3125,Ben,,Krause,Hr.,39291,Raiffeisenstraße,7.0,ben.krause@web.de,03921/400004,m,1948-04-21,Senior/in,,NET46820,Sun Sep 13 2020
449,3669,Amelie,,Huber ,Fr.,7422,Schillerstraße,6.0,amelie.huber@gmail.com,036739/678040,W,04.12.1960,Ingenieur/in,,PXP47362,31.03.2022
450,8120, Niklas,,Bauer,Hr.,99762,Waldweg,9.0,niklas.bauer@web.de,03631/615804,m,1946-11-21,Senior/in,,YLG18570,2025-06-24
451,8793,Lukas,,Schulz,Herr,67691,Mozartstraße 10,,lukas.schulz@gmx.net,06305/428849,m,29.03.2001,Filmeditor/in Videoeditor/in,,ZTN93728,2024-08-01
452,7046,Sophie ,, Schulze,Fr.,22885,Marktplatz,9.0,sophie.schulze@t-online.de,040/398665,Weiblich,1951-08-04,Senior/in,,JXA97865,2022-06-29
453,8926,Marie,,Köhler,Frau,51381,Ahornstraße,10.0,marie.köhler@t-online.de,0214/490673,w,1972-12-31,Bauzeichner/in,,YPD70462,2021-05-30
454,7710,Anna,,König,Frau,6721,Kapellenweg,10.0,anna.könig@web.de,034425/778423,W,1933-05-20,Senior/in,,NXZ82436,2021-03-30
455,2696,Johanna ,,Krause,Frau,19386,Friedrichstraße,3.0,johanna.krause@web.de,038732/53000,w,1992-04-02,Fluglotse/Fluglotsin,,OMU92473,04.07.2024
456,2861,Sophie ,,Richter ,Frau,83565,Ahornstraße,2.0,sophie.richter@t-online.de,08092/609797,Weiblich,09.08.1953,Senior/in,,UBG42069,2025-05-27
457,5395, Lena ,,Wolf,Frau,66113,Römerstraße 10,,lena.wolf@t-online.de,0681/743679,w,03.10.1987,Landwirt/in ,,XOM82461,2020-01-10
458,6234,Lea ,,Mayer,Frau,14772,Beethovenstraße,9.0,lea.mayer@gmx.net,03381/559528,w,1959-01-04,Tiermedizinische/r Fachangestellte/r,,QNM59760,2024-08-07
459,6462,Lena,,Schulz,Frau,50827,Lessingstraße,2.0,lena.schulz@web.de,0221/194895,W,1985-05-27,Zahntechniker/in,,YKK71459,02.07.2021
460,7810,Nele,,Klein,Frau,6295,Mittelweg,1.0,nele.klein@web.de,034776/132796,w,1930-03-08,Senior/in,,UMR41609,2025-06-29
461,8414,Anna,,Schulz ,Frau,14913,Ginsterweg,6.0,anna.schulz@t-online.de,033741/728066,w,Thu Dec 24 1942,Senior/in,,DTS05432,2023-07-22
462,9495,Mia,, Köhler,Frau,94107,Am Bahnhof,10.0,mia.köhler@gmx.net,08593/20707,W,1936-05-19,Senior/in,Dr.,YJS91732,23/04/2024
463,4661,Lina,, Fuchs ,Frau,15377,Waldstraße 3,,lina.fuchs@t-online.de,033437/466312,w,1989-07-10,Gesundheits- und Krankenpfleger/in,,HCR63407,2024-03-16
464,5896,Anna ,,Köhler ,Fr.,63877,Industriestraße,3.0,anna.köhler@gmail.com,06093/76910,w,05.09.1925,Senior/in,,SGU37195,2022-06-12
465,8447,Finn,, Schmitt,Herr,31319,Kirchstraße,7.0,finn.schmitt@t-online.de,05138/300594,M,1958-05-11,Finanzwirt/in,,OIM38201,2024-01-16
466,6217,Elias ,,Meier ,Herr,37627,Kirchgasse,4.0,elias.meier@t-online.de,05532/178798,M,1956-08-21,Ingenieur/in ,Dr.,YFT27349,2024-04-02
467,8437, Philipp,, Walter ,Hr.,9380,Karlstraße,2.0,philipp.walter@web.de,03721/35851,M,1937-04-08,Senior/in,,EOZ20194,2021-10-24
468,4882,Julian,,Koch ,Herr,63877,Bachstraße,9.0,julian.koch@gmx.net,06093/469783,M,1952-08-15, Senior/in,,IMU56821,24.05.2020
469,8466,Lukas,,Schmitt,Hr.,54574,Lärchenweg 10,,lukas.schmitt@t-online.de,06594/798498,m,15.05.1940,Senior/in,Dr.,FIQ84302,29/07/2023
470,8534,Lara,,Werner,Frau,76359,Tannenweg,4.0,lara.werner@gmx.net,07248/629653,W,1958-04-21,Friseur/in,,TLB24371,2021-08-05
471,3462,Moritz ,,Wagner ,Herr,24594,Nordstraße,1.0,moritz.wagner@t-online.de,04871/218328,Männlich,1994-03-23,Kaufmann/frau im E-Commerce,,KSZ64857,21/08/2025
472,2875,Amelie ,, Schulze ,Frau,37627,Raiffeisenstraße,10.0,amelie.schulze@web.de,05532/213025,Weiblich,30/10/1975,Gesundheits- und Krankenpfleger/in,,HNT35829,04.01.2022
473,7776,Julian,,Köhler,Hr.,14913,Am Sportplatz,1.0,julian.köhler@t-online.de,033741/195126,m,07.10.1955,Product Manager/in,,PHR05876,28.03.2022
474,2922, Jonas ,,Fischer,Herr,54298,Birkenweg,5.0,jonas.fischer@t-online.de,0651/721649,m,1976-06-10,Kaufmann/frau im E-Commerce,,ZPV30641,23/02/2022
475,4787,Emma ,,Müller,Frau,18182,Raiffeisenstraße 5,,emma.müller@gmail.com,038202/757596,w,2008-10-16, Filmeditor/in Videoeditor/in ,,FSH41982,02.05.2023
476,8583,Mia,,Wagner,Frau,79361,Lärchenweg,3.0,mia.wagner@web.de,07642/535816,w,1959-04-04, Gesundheits- und Krankenpfleger/in ,,JKI69570,2025-04-06
477,3095,Luka,,König ,Herr,98553,Neue Straße,2.0,luka.könig@gmail.com,036873/401543,Männlich,1939-02-28,Senior/in,,HVV27504,2020-07-23
